movie,year,imdb,metascore,votes,description
Little Women,(2019),7.8,91        ,198139,"
Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms."
Doctor Sleep,(2019),7.3,59        ,188310,"
Years following the events of The Shining (1980), a now-adult Dan Torrance must protect a young girl with similar powers from a cult known as The True Knot, who prey on children with powers to remain immortal."
X-Men: Dark Phoenix,(2019),5.7,43        ,184840,"
Jean Grey begins to develop incredible powers that corrupt and turn her into a Dark Phoenix, causing the X-Men to decide if her life is worth more than all of humanity."
Godzilla: King of the Monsters,(2019),6.0,48        ,180620,"
The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah."
Zombieland: Double Tap,(2019),6.7,55        ,176966,"
Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family."
Terminator: Dark Fate,(2019),6.2,54        ,175620,"
An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race."
6 Underground,(2019),6.1,41        ,173839,"
Six individuals from all around the globe, each the very best at what they do, have been chosen not only for their skill, but for a unique desire to delete their pasts to change the future."
Rocketman,(I) (2019),7.3,69        ,173141,"
A musical fantasy about the fantastical human story of Elton John's breakthrough years."
Frozen II,(2019),6.8,64        ,169247,"
Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom."
Joker,(I) (2019),8.4,59        ,1233395,"
A mentally troubled stand-up comedian embarks on a downward spiral that leads to the creation of an iconic villain."
Avengers: Endgame,(2019),8.4,78        ,1093557,"
After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe."
Parasite,(2019),8.5,96        ,770797,"
Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan."
Once Upon a Time... In Hollywood,(2019),7.6,83        ,713975,"
A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles."
Knives Out,(2019),7.9,82        ,606209,"
A detective investigates the death of the patriarch of an eccentric, combative family."
1917,(2019),8.2,78        ,569252,"
April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap."
Captain Marvel,(2019),6.8,64        ,548638,"
Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races."
Spider-Man: Far from Home,(2019),7.4,69        ,478727,"
Following the events of Avengers: Endgame (2019), Spider-Man must step up to take on new threats in a world that has changed forever."
Star Wars: The Rise Of Skywalker,(2019),6.5,53        ,442053,"
In the riveting conclusion of the landmark Skywalker saga, new legends will be born-and the final battle for freedom is yet to come."
Ford v Ferrari,(2019),8.1,81        ,381142,"
American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966."
The Irishman,(2019),7.8,94        ,380508,"
Hitman Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family."
Jojo Rabbit,(2019),7.9,58        ,379404,"
A young German boy in the Hitler Youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a Jewish girl in their home."
John Wick: Chapter 3 - Parabellum,(2019),7.4,73        ,335229,"
John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere."
The Gentlemen,(2019),7.8,51        ,328902,"
An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him."
Shazam!,(2019),7.0,71        ,328311,"
A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy."
Midsommar,(2019),7.1,72        ,303537,"
A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult."
Marriage Story,(2019),7.9,94        ,301982,"
Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together."
Us,(II) (2019),6.8,81        ,287934,"
A family's serene beach vacation turns to chaos when their doppelgängers appear and begin to terrorize them."
Uncut Gems,(2019),7.4,91        ,275518,"
With his debts mounting and angry collectors closing in, a fast-talking New York City jeweler risks everything in hope of staying afloat and alive."
Alita: Battle Angel,(2019),7.3,53        ,263958,"
A deactivated cyborg's revived, but can't remember anything of her past and goes on a quest to find out who she is."
Aladdin,(2019),6.9,53        ,262114,"
A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true."
It Chapter Two,(2019),6.5,58        ,257772,"
Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back."
Toy Story 4,(2019),7.7,84        ,245964,"
When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy."
Jumanji: The Next Level,(2019),6.7,58        ,245131,"
In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game."
The Lion King,(2019),6.8,55        ,241964,"
After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery."
Glass,(2019),6.6,43        ,239959,"
Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities."
El Camino: A Breaking Bad Movie,(2019),7.3,72        ,239187,"
Fugitive Jesse Pinkman runs from his captors, the law, and his past."
Ad Astra,(2019),6.5,80        ,231911,"
Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the universe."
The Platform,(2019),7.0,73        ,216718,"
A vertical prison with one cell per level. Two people per cell. Only one food platform and two minutes per day to feed. An endless nightmare trapped in The Hole."
The Lighthouse,(I) (2019),7.4,83        ,210318,"
Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s."
Fast & Furious Presents: Hobbs & Shaw,(2019),6.5,60        ,209621,"
Lawman Luke Hobbs (Dwayne ""The Rock"" Johnson) and outcast Deckard Shaw (Jason Statham) form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity."
Little Women,(2019),7.8,91        ,198139,"
Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms."
Doctor Sleep,(2019),7.3,59        ,188310,"
Years following the events of The Shining (1980), a now-adult Dan Torrance must protect a young girl with similar powers from a cult known as The True Knot, who prey on children with powers to remain immortal."
X-Men: Dark Phoenix,(2019),5.7,43        ,184840,"
Jean Grey begins to develop incredible powers that corrupt and turn her into a Dark Phoenix, causing the X-Men to decide if her life is worth more than all of humanity."
Godzilla: King of the Monsters,(2019),6.0,48        ,180620,"
The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah."
Zombieland: Double Tap,(2019),6.7,55        ,176966,"
Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family."
Terminator: Dark Fate,(2019),6.2,54        ,175620,"
An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race."
6 Underground,(2019),6.1,41        ,173839,"
Six individuals from all around the globe, each the very best at what they do, have been chosen not only for their skill, but for a unique desire to delete their pasts to change the future."
Rocketman,(I) (2019),7.3,69        ,173141,"
A musical fantasy about the fantastical human story of Elton John's breakthrough years."
Frozen II,(2019),6.8,64        ,169247,"
Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom."
Joker,(I) (2019),8.4,59        ,1233395,"
A mentally troubled stand-up comedian embarks on a downward spiral that leads to the creation of an iconic villain."
Avengers: Endgame,(2019),8.4,78        ,1093557,"
After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe."
Parasite,(2019),8.5,96        ,770797,"
Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan."
Once Upon a Time... In Hollywood,(2019),7.6,83        ,713975,"
A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles."
Knives Out,(2019),7.9,82        ,606209,"
A detective investigates the death of the patriarch of an eccentric, combative family."
1917,(2019),8.2,78        ,569252,"
April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap."
Captain Marvel,(2019),6.8,64        ,548638,"
Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races."
Spider-Man: Far from Home,(2019),7.4,69        ,478727,"
Following the events of Avengers: Endgame (2019), Spider-Man must step up to take on new threats in a world that has changed forever."
Star Wars: The Rise Of Skywalker,(2019),6.5,53        ,442053,"
In the riveting conclusion of the landmark Skywalker saga, new legends will be born-and the final battle for freedom is yet to come."
Ford v Ferrari,(2019),8.1,81        ,381142,"
American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966."
The Irishman,(2019),7.8,94        ,380508,"
Hitman Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family."
Jojo Rabbit,(2019),7.9,58        ,379404,"
A young German boy in the Hitler Youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a Jewish girl in their home."
John Wick: Chapter 3 - Parabellum,(2019),7.4,73        ,335229,"
John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere."
The Gentlemen,(2019),7.8,51        ,328902,"
An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him."
Shazam!,(2019),7.0,71        ,328311,"
A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy."
Midsommar,(2019),7.1,72        ,303537,"
A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult."
Marriage Story,(2019),7.9,94        ,301982,"
Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together."
Us,(II) (2019),6.8,81        ,287934,"
A family's serene beach vacation turns to chaos when their doppelgängers appear and begin to terrorize them."
Uncut Gems,(2019),7.4,91        ,275518,"
With his debts mounting and angry collectors closing in, a fast-talking New York City jeweler risks everything in hope of staying afloat and alive."
Alita: Battle Angel,(2019),7.3,53        ,263958,"
A deactivated cyborg's revived, but can't remember anything of her past and goes on a quest to find out who she is."
Aladdin,(2019),6.9,53        ,262114,"
A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true."
It Chapter Two,(2019),6.5,58        ,257772,"
Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back."
Toy Story 4,(2019),7.7,84        ,245964,"
When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy."
Jumanji: The Next Level,(2019),6.7,58        ,245131,"
In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game."
The Lion King,(2019),6.8,55        ,241964,"
After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery."
Glass,(2019),6.6,43        ,239959,"
Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities."
El Camino: A Breaking Bad Movie,(2019),7.3,72        ,239187,"
Fugitive Jesse Pinkman runs from his captors, the law, and his past."
Ad Astra,(2019),6.5,80        ,231911,"
Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the universe."
The Platform,(2019),7.0,73        ,216718,"
A vertical prison with one cell per level. Two people per cell. Only one food platform and two minutes per day to feed. An endless nightmare trapped in The Hole."
The Lighthouse,(I) (2019),7.4,83        ,210318,"
Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s."
Fast & Furious Presents: Hobbs & Shaw,(2019),6.5,60        ,209621,"
Lawman Luke Hobbs (Dwayne ""The Rock"" Johnson) and outcast Deckard Shaw (Jason Statham) form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity."
Little Women,(2019),7.8,91        ,198139,"
Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms."
Doctor Sleep,(2019),7.3,59        ,188310,"
Years following the events of The Shining (1980), a now-adult Dan Torrance must protect a young girl with similar powers from a cult known as The True Knot, who prey on children with powers to remain immortal."
X-Men: Dark Phoenix,(2019),5.7,43        ,184840,"
Jean Grey begins to develop incredible powers that corrupt and turn her into a Dark Phoenix, causing the X-Men to decide if her life is worth more than all of humanity."
Godzilla: King of the Monsters,(2019),6.0,48        ,180620,"
The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah."
Zombieland: Double Tap,(2019),6.7,55        ,176966,"
Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family."
Terminator: Dark Fate,(2019),6.2,54        ,175620,"
An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race."
6 Underground,(2019),6.1,41        ,173839,"
Six individuals from all around the globe, each the very best at what they do, have been chosen not only for their skill, but for a unique desire to delete their pasts to change the future."
Rocketman,(I) (2019),7.3,69        ,173141,"
A musical fantasy about the fantastical human story of Elton John's breakthrough years."
Frozen II,(2019),6.8,64        ,169247,"
Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom."
Joker,(I) (2019),8.4,59        ,1233395,"
A mentally troubled stand-up comedian embarks on a downward spiral that leads to the creation of an iconic villain."
Avengers: Endgame,(2019),8.4,78        ,1093557,"
After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe."
Parasite,(2019),8.5,96        ,770797,"
Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan."
Once Upon a Time... In Hollywood,(2019),7.6,83        ,713975,"
A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles."
Knives Out,(2019),7.9,82        ,606209,"
A detective investigates the death of the patriarch of an eccentric, combative family."
1917,(2019),8.2,78        ,569252,"
April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap."
Captain Marvel,(2019),6.8,64        ,548638,"
Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races."
Spider-Man: Far from Home,(2019),7.4,69        ,478727,"
Following the events of Avengers: Endgame (2019), Spider-Man must step up to take on new threats in a world that has changed forever."
Star Wars: The Rise Of Skywalker,(2019),6.5,53        ,442053,"
In the riveting conclusion of the landmark Skywalker saga, new legends will be born-and the final battle for freedom is yet to come."
Ford v Ferrari,(2019),8.1,81        ,381142,"
American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966."
The Irishman,(2019),7.8,94        ,380508,"
Hitman Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family."
Jojo Rabbit,(2019),7.9,58        ,379404,"
A young German boy in the Hitler Youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a Jewish girl in their home."
John Wick: Chapter 3 - Parabellum,(2019),7.4,73        ,335229,"
John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere."
The Gentlemen,(2019),7.8,51        ,328902,"
An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him."
Shazam!,(2019),7.0,71        ,328311,"
A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy."
Midsommar,(2019),7.1,72        ,303537,"
A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult."
Marriage Story,(2019),7.9,94        ,301982,"
Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together."
Us,(II) (2019),6.8,81        ,287934,"
A family's serene beach vacation turns to chaos when their doppelgängers appear and begin to terrorize them."
Uncut Gems,(2019),7.4,91        ,275518,"
With his debts mounting and angry collectors closing in, a fast-talking New York City jeweler risks everything in hope of staying afloat and alive."
Alita: Battle Angel,(2019),7.3,53        ,263958,"
A deactivated cyborg's revived, but can't remember anything of her past and goes on a quest to find out who she is."
Aladdin,(2019),6.9,53        ,262114,"
A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true."
It Chapter Two,(2019),6.5,58        ,257772,"
Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back."
Toy Story 4,(2019),7.7,84        ,245964,"
When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy."
Jumanji: The Next Level,(2019),6.7,58        ,245131,"
In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game."
The Lion King,(2019),6.8,55        ,241964,"
After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery."
Glass,(2019),6.6,43        ,239959,"
Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities."
El Camino: A Breaking Bad Movie,(2019),7.3,72        ,239187,"
Fugitive Jesse Pinkman runs from his captors, the law, and his past."
Ad Astra,(2019),6.5,80        ,231911,"
Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the universe."
The Platform,(2019),7.0,73        ,216718,"
A vertical prison with one cell per level. Two people per cell. Only one food platform and two minutes per day to feed. An endless nightmare trapped in The Hole."
The Lighthouse,(I) (2019),7.4,83        ,210318,"
Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s."
Fast & Furious Presents: Hobbs & Shaw,(2019),6.5,60        ,209621,"
Lawman Luke Hobbs (Dwayne ""The Rock"" Johnson) and outcast Deckard Shaw (Jason Statham) form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity."
Little Women,(2019),7.8,91        ,198139,"
Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms."
Doctor Sleep,(2019),7.3,59        ,188310,"
Years following the events of The Shining (1980), a now-adult Dan Torrance must protect a young girl with similar powers from a cult known as The True Knot, who prey on children with powers to remain immortal."
X-Men: Dark Phoenix,(2019),5.7,43        ,184840,"
Jean Grey begins to develop incredible powers that corrupt and turn her into a Dark Phoenix, causing the X-Men to decide if her life is worth more than all of humanity."
Godzilla: King of the Monsters,(2019),6.0,48        ,180620,"
The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah."
Zombieland: Double Tap,(2019),6.7,55        ,176966,"
Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family."
Terminator: Dark Fate,(2019),6.2,54        ,175620,"
An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race."
6 Underground,(2019),6.1,41        ,173839,"
Six individuals from all around the globe, each the very best at what they do, have been chosen not only for their skill, but for a unique desire to delete their pasts to change the future."
Rocketman,(I) (2019),7.3,69        ,173141,"
A musical fantasy about the fantastical human story of Elton John's breakthrough years."
Frozen II,(2019),6.8,64        ,169247,"
Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom."
Tenet,(2020),7.3,69        ,485567,"
Armed with only one word, Tenet, and fighting for the survival of the entire world, a Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time."
Soul,(2020),8.0,83        ,319771,"
After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife."
Wonder Woman 1984,(2020),5.4,60        ,261658,"
Diana must contend with a work colleague and businessman, whose desire for extreme wealth sends the world down a path of destruction, after an ancient artifact that grants wishes goes missing."
Birds of Prey,(2020),6.0,60        ,234606,"
After splitting with the Joker, Harley Quinn joins superheroines Black Canary, Huntress and Renee Montoya to save a young girl from an evil crime lord."
The Invisible Man,(I) (2020),7.1,72        ,223291,"
When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see."
A Quiet Place Part II,(2020),7.2,71        ,219275,"
Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize the creatures that hunt by sound are not the only threats lurking beyond the sand path."
Extraction,(2020),6.7,56        ,198821,"
Tyler Rake, a fearless black market mercenary, embarks on the most deadly extraction of his career when he's enlisted to rescue the kidnapped son of an imprisoned international crime lord."
The Trial of the Chicago 7,(2020),7.7,76        ,174757,"
The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois."
Enola Holmes,(2020),6.6,68        ,168282,"
When Enola Holmes-Sherlock's teen sister-discovers her mother is missing, she sets off to find her, becoming a super-sleuth in her own right as she outwits her famous brother and unravels a dangerous conspiracy around a mysterious young Lord."
Promising Young Woman,(2020),7.5,73        ,167200,"
A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path."
The Old Guard,(2020),6.6,70        ,161881,"
A covert team of immortal mercenaries is suddenly exposed and must now fight to keep their identity a secret just as an unexpected new member is discovered."
Bad Boys for Life,(2020),6.5,59        ,158736,"
Miami detectives Mike Lowrey and Marcus Burnett must face off against a mother-and-son pair of drug lords who wreak vengeful havoc on their city."
Nomadland,(2020),7.3,93        ,156166,"
A woman in her sixties, after losing everything in the Great Recession, embarks on a journey through the American West, living as a van-dwelling modern-day nomad."
Palm Springs,(2020),7.4,83        ,155183,"
Stuck in a time loop, two wedding guests develop a budding romance while living the same day over and over again."
Another Round,(2020),7.7,79        ,151403,"
Four high-school teachers consume alcohol on a daily basis to see how it affects their social and professional lives."
Mulan,(2020),5.7,66        ,146568,"
A young Chinese maiden disguises herself as a male warrior in order to save her father."
Onward,(I) (2020),7.4,61        ,146334,"
Two elven brothers embark on a quest to bring their father back for one day."
The Father,(I) (2020),8.2,88        ,145283,"
A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality."
Borat Subsequent Moviefilm,(2020),6.6,68        ,139291,"
Borat returns from Kazakhstan to America and this time he reveals more about the American culture, the COVID-19 pandemic and the political elections."
Sonic the Hedgehog,(2020),6.5,47        ,136770,"
After discovering a small, blue, fast hedgehog, a small-town police officer must help him defeat an evil genius who wants to do experiments on him."
The Devil All the Time,(2020),7.1,55        ,132097,"
Sinister characters converge around a young man devoted to protecting those he loves in a postwar backwoods town teeming with corruption and brutality."
I Care a Lot,(2020),6.3,66        ,131189,"
A crooked legal guardian who drains the savings of her elderly wards meets her match when a woman she tries to swindle turns out to be more than she first appears."
Love and Monsters,(I) (2020),6.9,63        ,125423,"
Seven years after he survived the monster apocalypse, lovably hapless Joel leaves his cozy underground bunker behind on a quest to reunite with his ex."
Greenland,(2020),6.4,64        ,114857,"
A family struggles for survival in the face of a cataclysmic natural disaster."
The Hunt,(II) (2020),6.5,50        ,111480,"
Twelve strangers wake up in a clearing. They don't know where they are, or how they got there. They don't know they've been chosen - for a very specific purpose - The Hunt."
Greyhound,(2020),7.0,64        ,95578,"
Several months after the U.S. entry into World War II, an inexperienced U.S. Navy commander must lead an Allied convoy being stalked by a German submarine wolf pack."
Eurovision Song Contest: The Story of Fire Saga,(2020),6.5,50        ,93385,"
When aspiring musicians Lars and Sigrit are given the opportunity to represent their country at the world's biggest song competition, they finally have a chance to prove that any dream worth having is a dream worth fighting for."
Hamilton,(2020),8.3,90        ,91581,"
The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast."
Spenser Confidential,(2020),6.2,49        ,87525,"
When two Boston police officers are murdered, ex-cop Spenser teams up with his no-nonsense roommate Hawk to take down criminals."
Project Power,(2020),6.0,51        ,87439,"
When a pill that gives its users unpredictable superpowers for five minutes hits the streets of New Orleans, a teenage dealer and a local cop must team with an ex-soldier to take down the group responsible for its creation."
News of the World,(2020),6.8,73        ,85954,"
A Civil War veteran agrees to deliver a girl, taken by the Kiowa people years ago, to her aunt and uncle, against her will. They travel hundreds of miles and face grave dangers as they search for a place that either can call home."
I'm Thinking of Ending Things,(2020),6.6,78        ,84519,"
Full of misgivings, a young woman travels with her new boyfriend to his parents' secluded farm. Upon arriving, she comes to question everything she thought she knew about him, and herself."
The Midnight Sky,(2020),5.6,58        ,82783,"
This post-apocalyptic tale follows Augustine, a lonely scientist in the Arctic, as he races to stop Sully and her fellow astronauts from returning home to a mysterious global catastrophe."
The Social Dilemma,(2020),7.6,78        ,81740,"
Explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations."
Underwater,(2020),5.8,48        ,81411,"
A crew of oceanic researchers working for a deep sea drilling company try to get to safety after a mysterious earthquake devastates their deepwater research and drilling facility located at the bottom of the Mariana Trench."
Tenet,(2020),7.3,69        ,485567,"
Armed with only one word, Tenet, and fighting for the survival of the entire world, a Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time."
Soul,(2020),8.0,83        ,319771,"
After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife."
Wonder Woman 1984,(2020),5.4,60        ,261658,"
Diana must contend with a work colleague and businessman, whose desire for extreme wealth sends the world down a path of destruction, after an ancient artifact that grants wishes goes missing."
Birds of Prey,(2020),6.0,60        ,234606,"
After splitting with the Joker, Harley Quinn joins superheroines Black Canary, Huntress and Renee Montoya to save a young girl from an evil crime lord."
The Invisible Man,(I) (2020),7.1,72        ,223291,"
When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see."
A Quiet Place Part II,(2020),7.2,71        ,219275,"
Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize the creatures that hunt by sound are not the only threats lurking beyond the sand path."
Extraction,(2020),6.7,56        ,198821,"
Tyler Rake, a fearless black market mercenary, embarks on the most deadly extraction of his career when he's enlisted to rescue the kidnapped son of an imprisoned international crime lord."
The Trial of the Chicago 7,(2020),7.7,76        ,174757,"
The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois."
