movie,year,imdb,metascore,votes,description
Lawless,2012,7.2,58,241740,"
Set in Depression-era Franklin County, Virginia, a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits."
Safe House,2012,6.7,52,222682,"
A young CIA agent is tasked with looking after a fugitive in a safe house. But when the safe house is attacked, he finds himself on the run with his charge."
The Impossible,2012,7.5,73,222627,"
The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami."
American Reunion,2012,6.7,49,214041,"
Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion."
Project X,2012,6.6,48,209239,"
Three high-school seniors throw a birthday party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads."
The Dark Knight Rises,2012,8.4,78,1678565,"
Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City from the brutal guerrilla terrorist Bane."
Django Unchained,2012,8.4,81,1523013,"
With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation-owner in Mississippi."
The Avengers,2012,8.0,69,1373632,"
Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity."
The Hunger Games,2012,7.2,68,908490,"
Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death."
The Hobbit: An Unexpected Journey,2012,7.8,58,812746,"
A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug."
Silver Linings Playbook,2012,7.7,81,704449,"
After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own."
Skyfall,2012,7.8,81,691724,"
James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost."
The Amazing Spider-Man,2012,6.9,66,649374,"
After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe."
Life of Pi,2012,7.9,79,624066,"
A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger."
Argo,2012,7.7,86,611050,"
Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979."
Ted,2012,6.9,62,609448,"
John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear, Ted or his girlfriend, Lori."
Prometheus,2012,7.0,64,605228,"
Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone."
Looper,2012,7.4,84,572077,"
In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination."
21 Jump Street,2012,7.2,69,553214,"
A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring."
The Perks of Being a Wallflower,2012,8.0,67,505807,"
An introvert freshman is taken under the wings of two seniors who welcome him to the real world."
Wreck-It Ralph,2012,7.7,72,418525,"
A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives."
Brave,2012,7.1,69,407910,"
Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse."
Cloud Atlas,2012,7.4,55,361526,"
An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution."
Men in Black 3,2012,6.8,58,360902,"
Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history."
Flight,2012,7.3,76,352230,"
An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling."
Moonrise Kingdom,2012,7.8,84,347588,"
A pair of young lovers flee their New England town, which causes a local search party to fan out to find them."
Jack Reacher,2012,7.0,50,339548,"
A homicide investigator digs deeper into a case involving a trained military sniper responsible for a mass shooting."
Les Misérables,2012,7.5,63,328360,"
In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever."
The Hunt,2012,8.3,77,325205,"
A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie."
The Expendables 2,2012,6.6,51,306515,"
Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat."
Taken 2,2012,6.2,45,306175,"
In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter."
The Dictator,2012,6.4,58,304656,"
The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed."
Pitch Perfect,2012,7.1,66,304150,"
Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition."
The Bourne Legacy,2012,6.6,61,301522,"
An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films."
Zero Dark Thirty,2012,7.4,95,298948,"
A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011."
Snow White and the Huntsman,2012,6.1,57,288397,"
In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen."
Dredd,2012,7.1,60,273678,"
In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO."
John Carter,2012,6.6,51,271906,"
Transported to Barsoom, a Civil War vet discovers a barren planet seemingly inhabited by 12-foot tall barbarians. Finding himself prisoner of these creatures, he escapes, only to encounter Woola and a princess in desperate need of a savior."
The Place Beyond the Pines,2012,7.3,68,267282,"
A motorcycle stunt rider turns to robbing banks as a way to provide for his lover and their newborn child, a decision that puts him on a collision course with an ambitious rookie cop navigating a department ruled by a corrupt detective."
Dark Shadows,2012,6.2,55,266494,"
An imprisoned vampire, Barnabas Collins, is set free and returns to his ancestral home, where his dysfunctional descendants are in need of his protection."
Lincoln,2012,7.3,86,259941,"
As the American Civil War continues to rage, America's president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves."
Seven Psychopaths,2012,7.1,66,256296,"
A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu."
Total Recall,2012,6.2,43,254110,"
A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run."
Hotel Transylvania,2012,7.0,47,253130,"
Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teenaged daughter."
Chronicle,2012,7.0,69,251331,"
Three high school friends gain superpowers after making an incredible discovery underground. Soon they find their lives spinning out of control and their bond tested as they embrace their darker sides."
Sinister,2012,6.8,53,249534,"
Washed-up true crime writer Ellison Oswalt finds a box of super 8 home movies in his new home, revealing that the murder he is currently researching is the work of a serial killer whose legacy dates back to the 1960s."
The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,52,248050,"
After the birth of Renesmee/Nessie, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi."
Battleship,2012,5.8,41,247912,"
A fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals."
End of Watch,2012,7.6,68,247166,"
Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves."
Lawless,2012,7.2,58,241740,"
Set in Depression-era Franklin County, Virginia, a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits."
Safe House,2012,6.7,52,222682,"
A young CIA agent is tasked with looking after a fugitive in a safe house. But when the safe house is attacked, he finds himself on the run with his charge."
The Impossible,2012,7.5,73,222627,"
The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami."
American Reunion,2012,6.7,49,214041,"
Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion."
Project X,2012,6.6,48,209239,"
Three high-school seniors throw a birthday party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads."
The Wolf of Wall Street,2013,8.2,75,1373245,"
Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government."
Iron Man Three,2013,7.1,62,839017,"
When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution."
Gravity,2013,7.7,96,819229,"
Two astronauts work together to survive after an accident leaves them stranded in space."
Man of Steel,2013,7.1,55,762363,"
An alien child is evacuated from his dying world and sent to Earth to live among humans. His peace is threatened when other survivors of his home planet invade Earth."
Prisoners,2013,8.1,70,695590,"
When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts."
12 Years a Slave,2013,8.1,96,694041,"
In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery."
Thor: The Dark World,2013,6.8,54,673869,"
When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster."
The Hunger Games: Catching Fire,2013,7.5,76,658534,"
Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem."
World War Z,2013,7.0,63,657969,"
Former United Nations employee Gerry Lane traverses the world in a race against time to stop a zombie pandemic that is toppling armies and governments and threatens to destroy humanity itself."
Now You See Me,2013,7.2,50,652302,"
An F.B.I. Agent and an Interpol Detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money."
The Hobbit: The Desolation of Smaug,2013,7.8,66,651332,"
The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring."
Frozen,2013,7.4,75,618389,"
When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition."
Her,2013,8.0,91,603715,"
In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need."
The Great Gatsby,2013,7.2,55,537236,"
A writer and wall street trader, Nick, finds himself drawn to the past and lifestyle of his millionaire neighbor, Jay Gatsby."
Oblivion,2013,7.0,54,520698,"
A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself."
The Conjuring,2013,7.5,68,499948,"
Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse."
Pacific Rim,2013,6.9,65,498526,"
As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse."
Dallas Buyers Club,2013,7.9,79,483900,"
In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease."
Star Trek Into Darkness,2013,7.7,72,482246,"
After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction."
American Hustle,2013,7.2,90,476281,"
A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia."
Rush,2013,8.1,74,475276,"
The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda."
The Wolverine,2013,6.7,61,463220,"
Wolverine comes to Japan to meet an old friend whose life he saved years ago, and gets embroiled in a conspiracy involving yakuza and mutants."
Captain Phillips,2013,7.8,82,456389,"
The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years."
We're the Millers,2013,7.0,44,445541,"
A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico."
Elysium,2013,6.6,61,444958,"
In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds."
This Is the End,2013,6.6,67,409184,"
Six Los Angeles celebrities are stuck in James Franco's house after a series of devastating events just destroyed the city. Inside, the group not only have to face the apocalypse, but themselves."
Despicable Me 2,2013,7.3,62,397935,"
When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness."
Furious 6,2013,7.0,61,392878,"
Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend, Letty."
Snowpiercer,2013,7.1,84,357943,"
In a future where a failed climate change experiment has killed all life except for the survivors who boarded the Snowpiercer (a train that travels around the globe), a new class system emerges."
Monsters University,2013,7.3,65,356411,"
A look at the relationship between Mike Wazowski (Billy Crystal) and James P. ""Sully"" Sullivan (John Goodman) during their days at Monsters University, when they weren't necessarily the best of friends."
About Time,2013,7.8,55,344321,"
At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think."
The Secret Life of Walter Mitty,2013,7.3,54,315610,"
When both he and a colleague are about to lose their job, Walter takes action by embarking on an adventure more extraordinary than anything he ever imagined."
The Hangover Part III,2013,5.8,30,313536,"
When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the run."
Lone Survivor,2013,7.5,60,286396,"
Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare."
The World's End,2013,6.9,81,280675,"
Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival."
Olympus Has Fallen,2013,6.5,41,275184,"
Secret Service agent Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack and works with national security to rescue the President from his kidnappers."
Kick-Ass 2,2013,6.5,41,271565,"
Following Kick-Ass' heroics, other citizens are inspired to become masked crusaders. But Red Mist leads his own group of evil supervillains to get revenge, kill Kick-Ass and destroy everything he stands for."
Escape Plan,2013,6.7,49,242207,"
When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside."
Ender's Game,2013,6.6,51,239886,"
Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, an insectoid alien race who had previously tried to invade Earth and had inflicted heavy losses on humankind."
Don Jon,2013,6.5,66,239517,"
A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love."
The Lone Ranger,2013,6.4,37,234409,"
Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice."
The Wolf of Wall Street,2013,8.2,75,1373245,"
Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government."
Iron Man Three,2013,7.1,62,839017,"
When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution."
Gravity,2013,7.7,96,819229,"
Two astronauts work together to survive after an accident leaves them stranded in space."
Man of Steel,2013,7.1,55,762363,"
An alien child is evacuated from his dying world and sent to Earth to live among humans. His peace is threatened when other survivors of his home planet invade Earth."
Prisoners,2013,8.1,70,695590,"
When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts."
12 Years a Slave,2013,8.1,96,694041,"
In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery."
Thor: The Dark World,2013,6.8,54,673869,"
When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster."
The Hunger Games: Catching Fire,2013,7.5,76,658534,"
Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem."
World War Z,2013,7.0,63,657969,"
Former United Nations employee Gerry Lane traverses the world in a race against time to stop a zombie pandemic that is toppling armies and governments and threatens to destroy humanity itself."
Now You See Me,2013,7.2,50,652302,"
An F.B.I. Agent and an Interpol Detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money."
The Hobbit: The Desolation of Smaug,2013,7.8,66,651332,"
The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring."
Frozen,2013,7.4,75,618389,"
When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition."
Her,2013,8.0,91,603715,"
In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need."
The Great Gatsby,2013,7.2,55,537236,"
A writer and wall street trader, Nick, finds himself drawn to the past and lifestyle of his millionaire neighbor, Jay Gatsby."
Oblivion,2013,7.0,54,520698,"
A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself."
The Conjuring,2013,7.5,68,499948,"
Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse."
Pacific Rim,2013,6.9,65,498526,"
As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse."
Dallas Buyers Club,2013,7.9,79,483900,"
In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease."
Star Trek Into Darkness,2013,7.7,72,482246,"
After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction."
American Hustle,2013,7.2,90,476281,"
A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia."
Rush,2013,8.1,74,475276,"
The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda."
The Wolverine,2013,6.7,61,463220,"
Wolverine comes to Japan to meet an old friend whose life he saved years ago, and gets embroiled in a conspiracy involving yakuza and mutants."
Captain Phillips,2013,7.8,82,456389,"
The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years."
We're the Millers,2013,7.0,44,445541,"
A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico."
Elysium,2013,6.6,61,444958,"
In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds."
This Is the End,2013,6.6,67,409184,"
Six Los Angeles celebrities are stuck in James Franco's house after a series of devastating events just destroyed the city. Inside, the group not only have to face the apocalypse, but themselves."
Despicable Me 2,2013,7.3,62,397935,"
When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness."
Furious 6,2013,7.0,61,392878,"
Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend, Letty."
Snowpiercer,2013,7.1,84,357943,"
In a future where a failed climate change experiment has killed all life except for the survivors who boarded the Snowpiercer (a train that travels around the globe), a new class system emerges."
Monsters University,2013,7.3,65,356411,"
A look at the relationship between Mike Wazowski (Billy Crystal) and James P. ""Sully"" Sullivan (John Goodman) during their days at Monsters University, when they weren't necessarily the best of friends."
About Time,2013,7.8,55,344321,"
At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think."
The Secret Life of Walter Mitty,2013,7.3,54,315610,"
When both he and a colleague are about to lose their job, Walter takes action by embarking on an adventure more extraordinary than anything he ever imagined."
The Hangover Part III,2013,5.8,30,313536,"
When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the run."
Lone Survivor,2013,7.5,60,286396,"
Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare."
The World's End,2013,6.9,81,280675,"
Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival."
Olympus Has Fallen,2013,6.5,41,275184,"
Secret Service agent Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack and works with national security to rescue the President from his kidnappers."
Kick-Ass 2,2013,6.5,41,271565,"
Following Kick-Ass' heroics, other citizens are inspired to become masked crusaders. But Red Mist leads his own group of evil supervillains to get revenge, kill Kick-Ass and destroy everything he stands for."
Escape Plan,2013,6.7,49,242207,"
When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside."
Ender's Game,2013,6.6,51,239886,"
Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, an insectoid alien race who had previously tried to invade Earth and had inflicted heavy losses on humankind."
Don Jon,2013,6.5,66,239517,"
A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love."
The Lone Ranger,2013,6.4,37,234409,"
Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice."
The Wolf of Wall Street,2013,8.2,75,1373245,"
Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government."
Iron Man Three,2013,7.1,62,839017,"
When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution."
Gravity,2013,7.7,96,819229,"
Two astronauts work together to survive after an accident leaves them stranded in space."
Man of Steel,2013,7.1,55,762363,"
An alien child is evacuated from his dying world and sent to Earth to live among humans. His peace is threatened when other survivors of his home planet invade Earth."
Prisoners,2013,8.1,70,695590,"
When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts."
12 Years a Slave,2013,8.1,96,694041,"
In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery."
Thor: The Dark World,2013,6.8,54,673869,"
When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster."
The Hunger Games: Catching Fire,2013,7.5,76,658534,"
Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem."
World War Z,2013,7.0,63,657969,"
Former United Nations employee Gerry Lane traverses the world in a race against time to stop a zombie pandemic that is toppling armies and governments and threatens to destroy humanity itself."
Now You See Me,2013,7.2,50,652302,"
An F.B.I. Agent and an Interpol Detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money."
The Hobbit: The Desolation of Smaug,2013,7.8,66,651332,"
The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring."
Frozen,2013,7.4,75,618389,"
When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition."
Her,2013,8.0,91,603715,"
In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need."
The Great Gatsby,2013,7.2,55,537236,"
A writer and wall street trader, Nick, finds himself drawn to the past and lifestyle of his millionaire neighbor, Jay Gatsby."
Oblivion,2013,7.0,54,520698,"
A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself."
The Conjuring,2013,7.5,68,499948,"
Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse."
Pacific Rim,2013,6.9,65,498526,"
As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse."
Dallas Buyers Club,2013,7.9,79,483900,"
In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease."
Star Trek Into Darkness,2013,7.7,72,482246,"
After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction."
American Hustle,2013,7.2,90,476281,"
A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia."
Rush,2013,8.1,74,475276,"
The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda."
The Wolverine,2013,6.7,61,463220,"
Wolverine comes to Japan to meet an old friend whose life he saved years ago, and gets embroiled in a conspiracy involving yakuza and mutants."
Captain Phillips,2013,7.8,82,456389,"
The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years."
We're the Millers,2013,7.0,44,445541,"
A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico."
Elysium,2013,6.6,61,444958,"
In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds."
This Is the End,2013,6.6,67,409184,"
Six Los Angeles celebrities are stuck in James Franco's house after a series of devastating events just destroyed the city. Inside, the group not only have to face the apocalypse, but themselves."
Despicable Me 2,2013,7.3,62,397935,"
When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness."
Furious 6,2013,7.0,61,392878,"
Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend, Letty."
Snowpiercer,2013,7.1,84,357943,"
In a future where a failed climate change experiment has killed all life except for the survivors who boarded the Snowpiercer (a train that travels around the globe), a new class system emerges."
Monsters University,2013,7.3,65,356411,"
A look at the relationship between Mike Wazowski (Billy Crystal) and James P. ""Sully"" Sullivan (John Goodman) during their days at Monsters University, when they weren't necessarily the best of friends."
About Time,2013,7.8,55,344321,"
At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think."
The Secret Life of Walter Mitty,2013,7.3,54,315610,"
When both he and a colleague are about to lose their job, Walter takes action by embarking on an adventure more extraordinary than anything he ever imagined."
The Hangover Part III,2013,5.8,30,313536,"
When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the run."
Lone Survivor,2013,7.5,60,286396,"
Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare."
The World's End,2013,6.9,81,280675,"
Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival."
Olympus Has Fallen,2013,6.5,41,275184,"
Secret Service agent Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack and works with national security to rescue the President from his kidnappers."
Kick-Ass 2,2013,6.5,41,271565,"
Following Kick-Ass' heroics, other citizens are inspired to become masked crusaders. But Red Mist leads his own group of evil supervillains to get revenge, kill Kick-Ass and destroy everything he stands for."
Escape Plan,2013,6.7,49,242207,"
When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside."
