rating,comment
4.5,"Super clear, efficient and helping! Thank You Minerva."
5.0,Great info. Fantastic delivery. Thanks a lot!
5.0,Very detailed course on data mining in R. I like the quizzes
5.0,Very hands-on and practical resource on data mining in R
5.0,Its complicated at start but gets better. Good intro to associations
5.0,Good indeed! Many thanks!
5.0,Its a very information-dense course on data mining in R
5.0,Perfectly done!
5.0,innovative and useful method.
5.0,Useful for me. Very knowledgeable program.
5.0,Very detailed course on data mining with R
5.0,"Exclusive one! This guy is best presenter of tech topics I've ever seen online. Easy to understand, paced just right."
5.0,Very good course. It is very knowledgeable
5.0,Very well put together data science course in r
5.0,I really enjoyed this course. The instructor was easy to understand and gave lots of tips and tricks. It will be Very Helpful And Informative for everybody. Go Ahead Madam
5.0,A lot of data mining with R
4.0,well explained
5.0,"This is my first course with Minerva, but I will definitely be checking out all of his future courses. I highly recommend him to everyone."
5.0,This course was very much informative.
2.0,The instructor provides no context or motivation to the problem.
4.0,"I'm having some trouble with the professor's accent and the velocity at which she explains, but I'm actually enjoying it."
5.0,Very interesting course For Data Mining & Natural Language processing.... Deserve 5 star. Thank you for your excellent teaching ....!!
5.0,I have always been afraid of Data Mining & Natural Language Processing in R.
5.0,I like the detailed information and some background information too.
5.0,"Easily communicable course, worth it"
5.0,This course made me confident and gave me some knowledge of data analysis. I am looking forward to finishing the more Data Science Advanced course. Appropriate learning pace and very clear instructions provided!
5.0,It was a great course where I learned a lot about data science.
3.0,issues with preloaded datasets not being covered
5.0,Knowledgeable and informative
4.0,Informative
1.0,"It is not taught properly... what kind of method are used, why it is used .... no proper explanation...disappointing"
5.0,All the sections are very informative and easy to follow .
5.0,"Loved the course very informative, easy to follow and understand learned a lot!!! Getting ready to apply the lessons learned. Thanks Minerva For Providing awesome Data Science course"
1.0,Datasets are not ordered. there is a lot of missed information.
5.0,This was an informative course and gives actionable items to start with.
5.0,The course is very well structured. The course instructor is very clear in explaining the terms.
5.0,"I have the initial understanding of statistic, but after going through this course, my concept of regression is more clear. Real world example used for the explanation helps us to understand the implementation of the model in a right way. Pace of the course is also good for all level of participants. Overall great experience with this course."
1.0,"way too fast. Rattle isn't working properly, no answer is given as to why this is the case..."
5.0,its a wonderful course and full of info. i recommend it to everyone. Great Experience
3.5,So far so good.  The aspect I struggle with is being able to keep up with the instructor and tracking all of her button click locations.
5.0,good stuff thks 4 it !!!
2.5,Not at all for the beginner. I'm so thankful to have a husband in Data Science to help me figure out how to get my R and R Studio to the same place as the instructor. The introduction makes many assumptions about what you already have downloaded! I'm soldiering on because I can see the potential uses of these skills. A future modification to this class that would have helped would be to go through how to load packages and then to give a list of the packages and data sets that need to be loaded (ex: diamonds did NOT come preloaded with Rattle)
2.5,Graph reading Explanation is very less.
5.0,Al together a unique course and perfect guidance of Instructor. 5 star rating to her. Really nice
5.0,Predictive mean mapping method is just awesome
5.0,"I found this course very straightforward to follow. This R Programming Course for Data Science enthusiasts is absolutely great! Without any basic knowledge of programming, you can directly dive into the world of R. Minerva is one of the best instructors on Udemy, hands down! Some of the tough concepts were explained in a constructive and practical manner. I will highly recommend the course to beginners!"
4.0,Good lesson for a new of R.
5.0,"Amazing Instructor, Loved the way of Analyzing and explaining the each piece of code. I'm looking forward for his another Course. Thanks Minerva"
5.0,"Nice introductory course, helped me to understand the basics of R and be able to move on to more complex R tasks and packages. The Instructor does an awesome job of ""making the complex simple""."
5.0,Before starting with this course I actually didn't know anything about Data Science and this course helped me to explore some R functions. I think that it was a good experience.
5.0,"Amazing! I am very new to Data Analytics. I was doing bigger course and part of it had R Programming. But, I felt that was limited. So, I came to Udemy to look for R Programming. Now, having done this course, it laid a strong foundation for that. I am grateful to Minerva."
5.0,"For a beginner like me, it was easy to learn and understand R programming through this tutorial. The examples used in this tutorial were something which we could relate to and easy to understand. Thus it made learning more interesting. I would appreciate few more course in the topic. Thanks Madam"
5.0,Very effective and comprehensive course! minerva's explanation is straight forward and her lecture notes are very handy and easy to understand.
5.0,The most i liked is that Minerva gives main ideas perfectly. this course is perfect for beginers. Thank you so much
5.0,"Fantastic Course.. Before starting this course, I had zero knowledge of R programming.. Minerva Singh is an excellent tutor. The course starts from the very basic and builds up concepts slowly and steadily. The challenge exercises are really thought provoking. I'm excited to attend the advance course now. This course is lot better than learning through a book."
5.0,"I really enjoyed this course. This was my first go at coding. The instructor was easy to understand and gave lots of tips and tricks. Although it moved pretty quickly, I liked that I could pause, rewind, and learn at my own pace. Thank you. I now feel empowered and ready to move on to more learning data science and data mining R."
4.0,Very good and useful for me
5.0,Informative course
5.0,minerva is a really good instructor. He explains everything very nicely making it easier for students to understand the topic.
5.0,"She was very clear, concise, and knowledgeable."
1.0,Instructor is less bothered about really teaching you something but just wrapping up quickly the topics she has to cover.
5.0,Your Creativity is always Exclusive. Love It
5.0,I was completely new to R and this was very easy to follow. The exercises were fun and Minerva was very engaging.
5.0,Knowledgeable
5.0,it was my comfortable course. All the data science courses that I have seen so far were not like my mind
5.0,"I really like the way the course was layout in a very friendly speaking pace, with a lot of back up resources."
5.0,Aan het begin van de cursus voelde ik me net zo veel als het was
5.0,Nothing is perfect.....but this course was pretty close to perfect. I hope you can to be successful Teacher.
5.0,I find this course really good. minerva gave me the feeling of security and she is explaining things really well.
5.0,"I finished the course, liked the way the course is presented. lot of examples... The course was amazing."
5.0,"Smart, love the way she thinks about things."
5.0,"Fantastic Course.. Before starting this course, I had zero knowledge of data-science."
5.0,Very informative. Awesome course!
5.0,This is a very efficient course because instructor covers as much as about the topic .
5.0,All the topics have been very easy to explain
3.5,It's a good match but facilitator is a bit fast
5.0,I enjoyed all of this. You will definitely learn new things .
5.0,This course is great if you want to grasp the concept of data science .
4.0,I think the course matches my expectations so far.
5.0,This was an excellent introduction to learning data science!
5.0,After a long time I am finding course like this. Thanks Teacher
4.0,Good teaching concepts
5.0,Informative
5.0,Very clear
5.0,"Very cool topic, great explanation of the subject."
5.0,Nicely explained. Straight to the point and short presentations are always the best.
5.0,"Yes, it is a good course."
5.0,Really loving this course!! It’s definitely one you want to listen to beginning to end .
5.0,"Overall a great course! As always, from the Super DataScience instructor!"
5.0,Perfectly explained for beginners. I wanted a structured course for a long time and finally found one.
5.0,Wow! I wish I'd learned this a long time ago.
5.0,Excellent course.... nice and to the point
5.0,Very good for those who are new to data science!
5.0,the course is both comprehensive and practical.
3.0,Good start
5.0,The course provides detailed and relevant information !!!!!!
5.0,Really Excellent Course and honest Teacher.
5.0,Learning a lot of great stuff!!
5.0,"I learned a really great amount of information, tips, and tricks through this course."
5.0,clear and concise course.
5.0,"Instructor, is clear, engaging and informative!"
5.0,"Comprehensive course, well-explained."
5.0,The instructor was great in explaining things.
5.0,Feeling Is awesome experience.
5.0,मुझे आपका कोर्स पसंद आया
5.0,More great content from Minerva.
5.0,Really good course. Lots about data science.
4.0,Good
5.0,Very well structured! Explanations are clear and easy to follow.
5.0,"Bon cours, pour les débutants comme pour les intermédiaires."
5.0,Comme le cours
5.0,Amazing course
5.0,Great course and instructor
1.0,not much about nlp
3.0,"Course could be more direct. Some users might not understand the point or principles of variables. The introduction could be on the required programs and purpose of it. To some it up, keep it short and sweet."
5.0,clear an concise. It may be improved by explaining how it can be used in the real world !!!!
3.5,GOOD
2.5,Meanwhile outdated.
5.0,This course is very informative and well explained. Excellent video.
3.0,The sound quality could be better. 
4.5,"Often difficult to be seeing what the instructor has in the screen and what he is talking (it is difficult for the eyes to see the flipping in the screen); instructor often corrects what he say, and this makes it difficult to grasp the key content (has to rewind often)."
5.0,"Amazing course Geoff, like always!"
2.5,The course is elementary in nature and has good examples. It will be helpful to those who are new to R
1.0,"I'm disappointed that lecturer is not able to explain some things and is referring to ""I've tried but could not understand"". I don't think this is worth mentioning if you really tried and have not understood."
4.5,All is good but i'd like that we can see more complex models
3.0,Instructor should be more prepared for the course.
4.0,"Content is Good,but going at a slower pace."
2.5,Quite boring also the instructor is not confident enough hence not able to make us understand the logic behind every code.
2.5,"Seems that the lecturer could have prepared a little bit better for making the videos, not to get puzzled and lost in its own code."
4.0,"It is little hard to follow the lecture with so much code on the screen.  Sometimes, I can't tell what he is pointing to as the cursor is hard to see. It really isn't necessary to try and cover every tidbit in the R index.  Pick the most useful data science tools based on your experience and delve into those.  We can add other details as we explore through our own experiences."
1.0,"There was a mistake in the association Rules formula for Support. It has to be intersection and not union. I am disappointed that despite double checking , the author is providing this key definition wrong. One has to get conceptual and Mathematical understanding right before delving into the coding."
3.0,code doesn't work in alot of these tutorials
2.0,the course is not understandable for hearing and the structure is not by any metodology
3.0,"The instructor's guidance to ""learn by using"" isn't reflected in the first few minutes. The asides during instruction are also a bit distracting; however, I look forward to the rest of the instruction."
3.5,"The content is not bad, but could be explained in a more concise manner. The lecturer sometimes is not confident; he forgets some details and immediately admits that :)"
2.5,A lot of dummy words and a lot of questions dont answered
4.0,so far so good
5.0,Great course! I'm learning a lot in how to Data Mine with R.
4.5,Thanks.
4.5,"It was helpful in many ways however there were a few moments when I got stuck while watching the videos as there are a few out of date things to deal with. Overall amazing course, good speaker to guide too."
1.0,the instructor will not respond to your questions if you have any. The last response related to two years ago.
4.0,Awesome course and very well explained! Kudos!
5.0,"yes , excellent teaching"
5.0,"Honestly telling I would have taken this course at very early, concepts are explained briefly and concisely . if someone want to taste the flavor of NLP this one will be my first suggestion. Thanks to Bijoyan. If he features new course (mainly project based) on NLP with deep-learning it will be a no brainer in Udemy platform. Thanks once again."
2.0,"The instructor doesn't really explain what he's planning to do in a particular lecture or section. He just starts off writing some code without explaining the objective, naming conventions and the concept expecting us to follow. This is not a good strategy to teach students effectively."
5.0,great
4.5,audio/sound level is too low. cannot hear very clearly
4.0,This course is helpful. But the instructor rarely responds to the questions.
5.0,the course got into the coding of many of the real world applications. it gave a great insight.
4.0,"The course is good, the student should be paying attention because the lecturer made some mistakes. But it is a good introduction to text mining"
3.5,It is good course to start with but I still believe there is scope of improvement. Having said that somebody who has just started exploring NLP with Python will find the course useful.
4.5,I am very inspired by the fact that the instructor is a young man sharing his knowledge through this course. I am sure the future holds great things for him. The explanations and the flow and the examples are all well presented. Only not sure if the coding (layers of nested for loops and if conditions etc.) is efficient and the best practice in the real world. Overall it is great course for someone looking to be introduced to NLP with some limited background in python & ML .
4.5,"Very good course for beginners, particularly the projects at the latter half of the course."
4.5,"I think it is one of the best course to learn NLP. This course carries you from the beginner level to the advance level. Thanks to the instructor for preparing this course. Hope to have DeepNLP course also, v soon. Thanks"
4.5,"This is one of the best course, i see. Though there are some issue, like font size, code should be in center of editor."
5.0,This course is perfect to learn NLP for beginners. It covers the background knowledge regarding the various libraries used for deeper understanding of the the topics. It has helped me in successfully implementing my summer internship project using NLP models.
5.0,This course is really good for beginners.Instructor is also experienced and he provided the best solution of my queries.
4.5,"J'ai trouvé le cours très intéressant car il explique comment sont calculées les représentations des moet dans les textes pour faire des analyses et les projet sont très intéressants car ils expliques commet utiliser les réprésentations  (BOW, TF-IDF, n-gram) basées sur le  comptage d'occurences des mots pour des problèmes concrets de NLP certes de petites tailles. Aussi dans le cours,  des librairies sont utlisées pour aller plus vite dans certains calculs."
1.0,"This course is really bad. The instructor shows very poor understanding of the theoretical background, often gets things wrong (e.g. what the files and columns of a confusion matrix represent), and in many lectures does very little apart from typing the commands without explaining them. Poor value for money."
5.0,"It is fun to have hands-on experience on NLP, which is currently in trend. The explanation is concise, and I especially like the knowledge about scraping online news."
4.5,The course is very good for me who has limited experience with NLP. It gave me an overview of what NLP is and a hands-on experience of building some small applications. the pace of the course is just right. I definitely have learned a lot from this course that fully met or even exceeded my expectation
4.0,"The course was impressive and highly informative, covered a lot of information on NLP, would have been nice to have some deep learning enclosed in the package."
4.5,Overall course was good.You will get all the basics of NLP and its  implementation using python by doing this course.
4.0,This course is structured in an organized manner with projects and easy to learn. Good for beginners to learn NLP with Python !!!
1.5,"For a very shallow intro this isn't bad. I really expected to get more out of this course. When you compare this to other NLP/data science courses, you simply don't get the level of detail and expertise as some of the other courses. He will move over things that are very relevant to understanding the process, so if you just want to copy code and do what he does, this is right for you. If you want to understand what's ""under the hood"" this will leave a lot out. In a lot of courses you have to do a lot of research externally, but I really don't think this course gives your enough to be worth while. I really got tired of him saying things like ""We will not cover that on this course"" about 50% of the way through. he will occasionally direct you of where to get the additional information, but I would try another  course if I knew this from the beginning."
5.0,Absolutely clarifying and educating. A perfect place to code the basics in python and get all the usefull training and info to start in NLP!
4.5,Clear explanation in a good pace. Got me started with a project I‘ve been dredging for a long time
3.5,"I found some nltk modules to be useful. I mainly enrolled in the course to find ways to extract key concepts from scientific literature, so while NLP is useful for general population text analysis, the applications may be limited for me."
5.0,Bijoyan Das is very good teacher. He explains concepts slowly and clearly. This is a complex topic . But the instructor has done an awesome job of unravelling the mystery behind text mining. I wish him the very best in his computer science career ahead.
5.0,"By far the best NLP course on Udemy. I highly recommend starting here if you're interested in NLP. The instructor's python coding is also very intuitive and he does a great job explaining along the way. This was good for me. I'm a SAS programmer, and python doesn't immediately click with me."
5.0,This course was the one i was looking for. I had already taken 3 courses in NLP but they were not worth it. Its a complete package for NLP in text.
4.0,I liked all the chapters/videos except word2vec. It could have been much more detailed.
5.0,The python overview is very good. I was not expecting to learn much but I picked up on many tricks. I also thought the NLP was very comprehensive and easy to understand. I will say I think this course might be difficult to undertstand for someone who has never coded in python before.
5.0,This course is well explained by the tutor. I really like the content and it is for beginners in NLP. Big thank you for sharing this.
5.0,Just started learning NLP and prior knowledge how python works and  i think i have taken a right step by taking this course
4.0,"It is a good match as it is direct to the point, teaching the required hand-on skills that are useful in everyday work. The theory can be learned later as additional branches of the tree."
5.0,The course 'Hands On Natural Language Processing (NLP) using Python' was excellent. The way in which the instructor delivers the content is engaging. This course is a must for someone who wishes to learn NLP with python and wants to focus on TEXT ANALYSIS. This course also teaches how to implement Machine Learning in context of NLP on Text Analysis. The instructor is very responsive and always answered all of my doubts and queries within few hours of  posting the same. Overall its a must do course !!!. A big thanks to the instructor and Udemy for bringing out this course.
3.5,Course is great for beginners. Learned a lot. But trainer doesnt respond to the questions
2.5,"There is litle information regarding the subject (NPL) on this course compared with other stuff. The instructor spent a lot of time on showing Python basics, Twitter API, Web crawler, etc that doesn't seems relevant on my opinion."
2.0,"Not for beginners in python. Also, you ask question but you get answer (now 3 days and I saw others questions not answered more than a week). Sometimes, he writes long code (loop inside loop inside loop) so easy to get lost."
3.0,"I am learning new things, thanks for making the videos.  "
5.0,this is a very good course to get started with NLP. The instructor explains every single line of code that he writes. Theory and practical examples are very well combined. A plus is the pleasant and friendly voice of the instructor. I totally recommend it.
1.0,i had a lot of issues watching the videos very bad connection with the page
5.0,"For an intro level course, it is great. The instructor knows the materials and has a caring attitude of teaching. "
4.5,A very Nice place to start applying the concepts of NLP if you don't have any Idea. The guide is awesome hoping for a more advanced level course from him.
5.0,Please start making more courses more detailed and in deoth. You are a good teacher. Great job!
5.0,"one of the best courses in nlp ,instructor explained very throughly every concept, thank u very much"
3.5,"This course is quite thorough in covering all the basics of NLP.  The projects are a great starting point and really help. I would have liked a final project that we had to complete ourselves, but other than that I am satisfied with the course content and the instructor. One note to the instructor is maybe use Juputer Notebook as it was hard to see against the dark theme of Spyder. It is also more of an industry standard. I followed along using Jupyter Notebook which simplified everything."
5.0,This course is awesome.. The instructor explain it very structured so there is no logic left behind
4.0,content was good. covered all the required topics.. overall good experience
5.0,This was an incredible course! It taught me everything that I needed to know to get started with NLP.
4.5,This is a pretty good course to start with text analytics. Good demo of Python implementation
4.0,The course is quite good for beginners.
4.0,It is a great course to learn different concepts and problems that can be solved in NLP.
4.5,The course and course content is apt to understand NLP.  All the concepts are described with proper examples and explanation.
5.0,Excellent course this is. It teaches you many different usages of NLP and how to do it our own.
3.5,"The pace is a bit too fast for beginners, and the accent sometimes makes it hard to follow."
4.5,Course content is very nice. But some times the content is blurry and not able to read. And this happens most of the time when the course is opened in smart phone
4.0,"It was a great course on introduction and basics to NLP, learnt so many things. I recommend this to beginners, it will really be helpful. For students who already have knowledge of NLP, I would recommend them to take NLP with focus on Deep Learning. Thank you for such a nice course."
1.0,Practical NLP projects are the most common and the basic level which is available in every NLP tutorial of different instructors. The practical code was not explained properly.While explaining python code he is leaving many python instruction or code in between. Sometimes you have not even run final print command to show the learner how and what the output is coming.No new project and case study involves that helps the learner to get a better understanding.
4.5,One of the best course i have been through. I am awareoff the theory concepts but doesnot know how to execute. This hands on videos will helps me a lot. A great thanks to Bijoyandas
4.5,A very good attempt.
5.0,It was a great course and the contents were really insightful
5.0,Awesome explanation. Helped me a lot with my course project. Thanks Bijoyan.
4.0,Please provide me the some advanced code in implementing this technique.I tried the same approach by importing json file which is having more than 20 pages.I filtered and sorted the sentences which are more weighted.
4.5,I am so happy taking this course. This is exactly what I am expecting to learn. great job!
5.0,"The contents of this course are organized and easy to follow along. The instructor has touched upon basics which might help someone new to the topic understand the concepts. And, there are illustrations to make everything taught clearer. Overall, it's a good course for beginners."
5.0,This course is worth the money. Instructor started from very basics and kept the course interesting.
5.0,"Great Course. NLP techniques like BOW, TFIDF and Word2Vec are explained in very crisp manner"
4.0,Good course introducing the basic concepts with hands on implementation.
1.0,"Instructor's knowledge of subject in shallow. Explanation of what the code does is not clear and insufficient. Teaching tone is monotonous. First time disliking a MOOC this much, if only I'm able to give negative stars"
1.0,not good .even educator dont reply answers for our questions.
5.0,A very good course for the NLP beginners. Basic concepts are explained very clearly. Highly recommanded :)
4.0,I think this course was a good fit for what I want to do with it (enhance my work with python) and for a refresher to coding overall.
4.5,The experience was really good! Learned new things
5.0,Nice ! Good for beginners
5.0,This course is great for those who are trying to get into NLP from scratch. Bijoyan sir starts from basic to goes in NLP. I completed 70% of my course and I learned a lot. He is also very helpful and responsive regarding as your queries. If you are beginner in NLP then you should take this course.
5.0,amazing course so far made my concept clear.
3.0,"I didn't know Spyder, only Jupyter Notebook, great alternative ..."
5.0,It was good so far but can really comment at the end of the course
3.5,yes it is good uptill now
5.0,"I have already gone with so many blogs and tutorials, I am just wondering why they didn't explained the way you have done. You have made this so simple to understand and have the concept where all concepts looks clean and clear."
5.0,Thanks for the tutor who provides all the basic knowledge of NLP. Each and every video contains much details.
2.5,There is a need for explaining the intuition and reasoning behind the steps which should come first in my opinion
3.5,"It was a good course, the instructor knew the concepts in NLP"
5.0,I like the experience since I come back to programming again
5.0,"Well structured, excellent explanations, good for beginners!"
4.5,The instructor can explain the topic very well. But it is very basic for learn Natural Language Processing. I hope if the instructor can make another courses that can discuss Deep Learning for Natural Language Processing. Thank you
5.0,Simply really good this is probably one of my best experience uptil now on Udemy
5.0,quiet good for starters!
4.0,"It's clear and crisp, it's easily understandable."
5.0,The instructor explains complicated things in a simple way.
3.5,"This teacher is okay with the programming, but he did not do very well in depth."
5.0,Great course. Easy to follow and practical
5.0,Good point for starting NLP. All of the methods explaining clearly. I suggest everyone who interest NLP from scratch.
5.0,I am new to NLP and I really enjoyed this course. Thank You!
5.0,Love the whole course. It is one of the best course you could get to have a quick grasp of hand on NLP processing
4.0,The course is good but the screen being used is not friendly for visibility.
5.0,Clear explanations. Amazing insights with projects. Quite helpful.
2.5,The course structure and the explanation is nice but you're not available to clear our doubts or to explain the concerns. That leaves us with a lot of gaps in between and many clarifications to be done. So I'd suggest you follow up on those queries and get back to us.
5.0,It is very good hands on. Very well described different models
4.5,Great introduction to NLP with Python. Teacher is clear in the explanations and exercises are engaging. Worth to do if you wanna have a strong base on the subject.
4.0,The intro isn't really necessary for me. I am really here for the projects.
4.0,Good course for learning NLP basics with Python.
4.0,It was a good session on Python Basics running under Spyder IDE
5.0,Very clearing concept............
5.0,"Simple, Clear, and good explanation! Thanks."
5.0,"very good course on NLP, detailed and clear"
5.0,definitely an amazing content with a easy facilitator
5.0,it is good for the beginner and easy to follow
5.0,Great course for the beginners. Nice explanation.
5.0,"nice explain, every point with simple to hard examples."
3.0,"The content is easy to follow and instructor is clear as well. The videos however taking too long to load, ruins the entire experience."
5.0,it was too good.
4.0,"All ok so far, nothing special to say"
5.0,Really good for beginner.
4.5,Detail explanation and hads on
5.0,It's comprehensive and detailed with real world application.
4.0,"So far this course has mostly served as a quick Python tutorial; we have yet to truly dive into the subject matter. For those with a slight knowledge of programming (or more), it is a good refresher."
4.0,Good course to learn the basics
2.0,i think the content could have been better
5.0,simple way of teaching.
5.0,It is a very good course. Easy to understand.
4.5,i would love to learn this course
4.0,Excellent explanation of concepts and code.
4.5,"very easy,very good , very nice"
5.0,"very good course, I learn all the basics of NLP"
5.0,Just Awesome
5.0,Good introduction to NLP
5.0,well i found this course really helpful in my work project. Good explanation and knowledge. Really very helpful.
5.0,Probably the best explanation I found on the web using NLP so far !
5.0,Concepts are explained in depth
5.0,This is very best basics NLP course
5.0,Very easy to understand and follow.
4.0,"easy to understand, thanks!"
4.0,Great training!
5.0,Great Course!!!
5.0,So good ! I loved it.
5.0,nice course
5.0,Very good coverage. Easy to follow.
5.0,Very Good Instructor Simple english and easy to understood. Thank You Sir. Hope i will follow your courses in near future which  helps to my Ph.D Research .Thank a lot Sir. 
3.5,"The instructor is quite good, but it would be helpful if he had a highlighter around his mouse pointer.  It's sometimes difficult to follow what he's doing."
4.5,this course was veryyy hellful for me.
4.5,Yes. Good explanations.
4.5,Very nicely explained and elaborated concepts on NLP
4.0,very good  experience with this course
5.0,pace of explanation is good & detailed explanation.
5.0,"Yes,  definitely."
4.0,It's been good but I just hope that the instructor could speak up a bit so that I can understand his sentences better.
5.0,Very Nice
3.5,yes it is good
5.0,Thank you
5.0,This is a fantastic course. I was looking for something that was beyond beginner but accessible.
5.0,very very gooooooood
4.5,Great so far.  :) My only suggestion is to use different colors for terminal because it is sometimes difficult to see what you are typing into the IDE.
5.0,Tutorial is very easy to understand and the practical implementation shown was amazing.
5.0,Extremely Interactive
4.0,Clear Voice and Teaching Tone
5.0,so far fits ideally to a beginner
5.0,Amazing experience.
3.5,The instructor explains everything in proper manner
4.5,"Wonderful course , very clear explanations"
5.0,Great and clear explanation.
4.0,good
5.0,Great..
5.0,Insightful course for NLP with real life projects.
5.0,Very clear and understandable.
5.0,It is really helpful for starters on using Spyder as the IDE for Python.
5.0,good
5.0,"For the moment, the course is clear and the trainer explain all the stuffs that we have to do for continue the rest of the course"
5.0,Nice
5.0,"yes excellent match, nltk and sentiment analysis are the two key concepts I need to pick up for my job"
4.0,yes
4.0,I like it so far.
2.0,Can't see the code clearly as pixels are not clear even if I am running at 1080p
3.0,Its just introduction so far... So just average for those who already have this knowledge...
5.0,"It is a fine start, up to now"
5.0,Muito bom o curso :)
3.5,its ok....good for the beginners
5.0,Good teacher!
1.0,"Not a good course, none of the code is explained well"
5.0,So far so good. Best starter kit on NLP for students.
3.0,Subtitles are nearly impossible to follow.
4.5,So far so good
1.5,Poor communication by the author.
5.0,yes i want to learn python in deep.
5.0,Yes. It is good for now.
5.0,Easy to understand
1.0,Terrible
4.0,gr8
5.0,Nice Course on Udemy.
5.0,"If you are looking for a simple step by step explanation of N-gram , TF-IDF , .... etc with examples and how to apply them in Python, this is the course for you. "
4.5,I will divide this review into pros and cons for you to understand it better. 
3.0,please use bright font color in the code like white. the purple/magenta font color is not readable at all.
5.0,Very HelpFul .
4.0,More of taking an example and performing the vectorized operations would have been great
5.0,great learning experience
4.0,Nice course for beginners
5.0,GOOD
4.5,So Far the Information has Been Useful
4.5,Pros:
1.0,"The course is recorded live during a skype call for other students and then it was uploaded here, in addition to this the"
5.0,"Thorough, in-depth explanation of a complex field. Perfectly aligned with the book ""Introduction to information retrieval"" by Christopher D. Manning, Hinrich Schütze, and Prabhakar Raghavan - Cambridge University Press."
5.0,"This course follows the book ""Introduction to Information Retrieval"" in a very understandable way. "
4.5,I have learnt a lot in this course! I love the way the courses are structured and the instructor's approach to teaching. The Instructor is obviously vast in the domain.
5.0,very nice course.
3.0,Didnt know it was a liv recorded class. It does not feel like the speaker is explaining to me
4.0,The pace of explanation could have been faster
5.0,Yes.Perfect Match
5.0,Phenomenal
2.0,Difficult to follow. The teacher does the job by using slides. He draws messy diagrams which make it really difficult to follow.
4.0,good
4.5,VERY IMPRESSIVE
5.0,The instructor has total command over the subject and her presentation is superb.
4.5,Brilliantly explained with respect to utility and importance of Python for text analysis and natural language processing.
5.0,This is very useful course which explains the importance of use of Python in text mining and natural language processing. A must-read course on the subject.
5.0,A valuable course on social media mining and text analysis and natural language processing- excellent presentation by the instructor.
1.0,"This course is terrible. Not given in a clear manner and so many mistakes including modules that don't work and even chapter names that are incorrect (e.g. calling it ""NTLK"" instead of ""NLTK"")."
5.0,Excellent course for learning the utility and importance of tools for text analysis and natural language processing. A well-designed course.
4.0,"As a beginner, I found this course very interesting. It is triggering my interest in learning more about text analysis. However, some videos in the later section (specifically section 9) need some revision. It will be great if the instructor takes some more time to explain important steps rather than reading out the codes."
5.0,"Very useful course , brilliantly explained with respect to utility and importance of Python for text analysis and natural language processing."
5.0,The course contains valuable information which is capable of being used fruitfully in variety of situations.
5.0,Very good course on text analysis and NLP with Python
5.0,One of the best courses for social media mining and text analysis and natural language processing. The instructor has structured the course well and her delivery id engaging.
2.5,THe topics are all over the place.
5.0,Very limited theory but good for text analysis
5.0,Outstanding and a complete course
5.0,"The course is an embodiment of excellence in respect of social media mining, text analysis and natural language processing using Python. The concept can be very useful and effective for practical applications. The instructor's knowledge of the subject is impressive and her delivery is interesting and engaging."
5.0,"This is an excellent course bringing out the importance and utility of Python for social media mining, text analysis and natural language processing. The tools can be of immense importance in the practical use of the concept. The instructor is brilliant through her lectures in explaining details of the concept."
1.0,not getting the content up to mark
5.0,Well documented and easy to follow. I love all the extra tips and tricks to make coding easier.
5.0,"Great details, great teacher. She goes in subject  very slowly at the right speed to learn."
5.0,Good course on Python text mining & analysis
5.0,A very up to date course in text analysis. I liked the financial examples
5.0,Outstanding course
5.0,Easily explained and full of knowledge
5.0,"The course discussing usage of Python in text analysis, data mining and natural language processing is beyond my expectations. Using the concept for practical work will make the task so very easy with accurate results. I hope to significantly get benefitted using this concept for my work. The instructor's knowledge of the concept is impressive and her delivery effective."
5.0,The use of Python for social media text mining and natural language processing is an important and valuable concept. The concept has tremendous potential for practical use. The instructor has brilliantly explained the concept in her lectures. Her knowledge of the subject is deep and profound.
5.0,Text analysis and natural language processing with Python is highly valuable course which will enhance my knowledge base several notches. It has wide practical usage as well. The instructor has complete mastery over the subject and her delivery is clear and confident.
5.0,The course contains vital and important tools for text mining and natural language processing.The course will significantly enhance the quality of my work. The instructor has been superb both in the spectrum of her knowledge and her explanation of the concept in her lectures.
5.0,This course is very good. communication is outstanding with full knowledgeable material
5.0,Very comprehensive course on social media mining. It did not cover FB and IG which I need for my work but a great example of how Python social media mining works
5.0,Its nice but does not cover the theory of text analytics. However has in-depth text analytics Python lessons
5.0,A very up to date text mining course. It was good to access Twitter without the API
5.0,Its a very hands-on course on practical text analysis with Python
5.0,A very up-todate course on Python text mining and using Twitter data
5.0,"It is very good to explain NLP, Thank you"
5.0,"The instructor has fared exceptionally well in espousing the concept of Python for text analysis, social media mining and natural language processing."
5.0,"The teacher not only said very clearly and easy to undersantd, but also provided a lot of useful notices."
5.0,"Of the classes I have taken on Udemy, this is my favorite. Ivo is clear and thorough. He works through examples in an exhaustive step-by-step manner, assuming you know nothing about this topic. That means that when I really know nothing about a topic, I am able to learn everything (including the reason for doing things a certain way). In cases where I already possess some knowledge about the topic, I find it easy to speed through that section. In fact, I can check my knowledge ahead of time using his handy quizzes. If I ace the quiz before I start the section, I know I don't need to spend a lot of time on that section. His quizzes are an excellent way to test my knowledge after I finish a section, to ensure I learned the right lessons. I've even been keeping notes about the course and his teaching style in case I'm in a position to teach this content to someone else in the future."
